n, F
10845,-27.3409477168
10846,-27.3409478505
10847,-27.3409479842
10848,-27.3409481179
10849,-27.3409482517
10850,-27.3409483855
10851,-27.3409485193
10852,-27.3409486532
10853,-27.3409487871
10854,-27.3409489211
10855,-27.3409490551
10856,-27.3409491891
10857,-27.3409493232
10858,-27.3409494573
10859,-27.3409495915
10860,-27.3409497257
10861,-27.3409498599
10862,-27.3409499942
10863,-27.3409501285
10864,-27.3409502628
10865,-27.3409503972
10866,-27.3409505317
10867,-27.3409506662
10868,-27.3409508007
10869,-27.3409509352
10870,-27.3409510698
10871,-27.3409512045
10872,-27.3409513391
10873,-27.3409514739
10874,-27.3409516086
10875,-27.3409517434
10876,-27.3409518782
10877,-27.3409520131
10878,-27.340952148
10879,-27.340952283
10880,-27.340952418
10881,-27.340952553
10882,-27.3409526881
10883,-27.3409528232
10884,-27.3409529584
10885,-27.3409530936
10886,-27.3409532288
10887,-27.3409533641
10888,-27.3409534994
10889,-27.3409536347
10890,-27.3409537701
10891,-27.3409539056
10892,-27.3409540411
10893,-27.3409541766
10894,-27.3409543121
10895,-27.3409544477
10896,-27.3409545834
10897,-27.340954719
10898,-27.3409548548
10899,-27.3409549905
10900,-27.3409551263
10901,-27.3409552621
10902,-27.340955398
10903,-27.3409555339
10904,-27.3409556699
10905,-27.3409558059
10906,-27.3409559419
10907,-27.340956078
10908,-27.3409562141
10909,-27.3409563503
10910,-27.3409564865
10911,-27.3409566227
10912,-27.340956759
10913,-27.3409568953
10914,-27.3409570317
10915,-27.3409571681
10916,-27.3409573045
10917,-27.340957441
10918,-27.3409575776
10919,-27.3409577141
10920,-27.3409578507
10921,-27.3409579874
10922,-27.3409581241
10923,-27.3409582608
10924,-27.3409583975
10925,-27.3409585344
10926,-27.3409586712
10927,-27.3409588081
10928,-27.340958945
10929,-27.340959082
10930,-27.340959219
10931,-27.340959356
10932,-27.3409594931
10933,-27.3409596303
10934,-27.3409597674
10935,-27.3409599047
10936,-27.3409600419
10937,-27.3409601792
10938,-27.3409603165
10939,-27.3409604539
10940,-27.3409605913
10941,-27.3409607288
10942,-27.3409608663
10943,-27.3409610038
10944,-27.3409611414
10945,-27.340961279
10946,-27.3409614167
10947,-27.3409615544
10948,-27.3409616921
10949,-27.3409618299
10950,-27.3409619677
10951,-27.3409621056
10952,-27.3409622435
10953,-27.3409623815
10954,-27.3409625194
10955,-27.3409626575
10956,-27.3409627955
10957,-27.3409629337
10958,-27.3409630718
10959,-27.34096321
10960,-27.3409633482
10961,-27.3409634865
10962,-27.3409636248
10963,-27.3409637632
10964,-27.3409639016
10965,-27.34096404
10966,-27.3409641785
10967,-27.340964317
10968,-27.3409644556
10969,-27.3409645942
10970,-27.3409647328
10971,-27.3409648715
10972,-27.3409650102
10973,-27.340965149
10974,-27.3409652878
10975,-27.3409654267
10976,-27.3409655656
10977,-27.3409657045
10978,-27.3409658435
10979,-27.3409659825
10980,-27.3409661215
10981,-27.3409662606
10982,-27.3409663998
10983,-27.3409665389
10984,-27.3409666782
10985,-27.3409668174
10986,-27.3409669567
10987,-27.3409670961
10988,-27.3409672355
10989,-27.3409673749
10990,-27.3409675144
10991,-27.3409676539
10992,-27.3409677934
10993,-27.340967933
10994,-27.3409680726
10995,-27.3409682123
10996,-27.340968352
10997,-27.3409684918
10998,-27.3409686316
10999,-27.3409687714
11000,-27.3409689113
11001,-27.3409690513
11002,-27.3409691912
11003,-27.3409693312
11004,-27.3409694713
11005,-27.3409696114
11006,-27.3409697515
11007,-27.3409698917
11008,-27.3409700319
11009,-27.3409701721
11010,-27.3409703124
11011,-27.3409704528
11012,-27.3409705932
11013,-27.3409707336
11014,-27.3409708741
11015,-27.3409710146
11016,-27.3409711551
11017,-27.3409712957
11018,-27.3409714363
11019,-27.340971577
11020,-27.3409717177
11021,-27.3409718585
11022,-27.3409719993
11023,-27.3409721401
11024,-27.340972281
11025,-27.3409724219
11026,-27.3409725629
11027,-27.3409727039
11028,-27.340972845
11029,-27.340972986
11030,-27.3409731272
11031,-27.3409732684
11032,-27.3409734096
11033,-27.3409735508
11034,-27.3409736921
11035,-27.3409738335
11036,-27.3409739749
11037,-27.3409741163
11038,-27.3409742578
11039,-27.3409743993
11040,-27.3409745408
11041,-27.3409746824
11042,-27.3409748241
11043,-27.3409749657
11044,-27.3409751075
11045,-27.3409752492
11046,-27.340975391
11047,-27.3409755329
11048,-27.3409756748
11049,-27.3409758167
11050,-27.3409759587
11051,-27.3409761007
11052,-27.3409762428
11053,-27.3409763849
11054,-27.340976527
11055,-27.3409766692
11056,-27.3409768114
11057,-27.3409769537
11058,-27.340977096
11059,-27.3409772383
11060,-27.3409773807
11061,-27.3409775232
11062,-27.3409776657
11063,-27.3409778082
11064,-27.3409779507
11065,-27.3409780934
11066,-27.340978236
11067,-27.3409783787
11068,-27.3409785214
11069,-27.3409786642
11070,-27.340978807
11071,-27.3409789499
11072,-27.3409790928
11073,-27.3409792357
11074,-27.3409793787
11075,-27.3409795218
11076,-27.3409796648
11077,-27.340979808
11078,-27.3409799511
11079,-27.3409800943
11080,-27.3409802376
11081,-27.3409803809
11082,-27.3409805242
11083,-27.3409806676
11084,-27.340980811
11085,-27.3409809544
11086,-27.3409810979
11087,-27.3409812415
11088,-27.3409813851
11089,-27.3409815287
11090,-27.3409816724
11091,-27.3409818161
11092,-27.3409819598
11093,-27.3409821036
11094,-27.3409822475
11095,-27.3409823914
11096,-27.3409825353
11097,-27.3409826792
11098,-27.3409828233
11099,-27.3409829673
11100,-27.3409831114
11101,-27.3409832556
11102,-27.3409833997
11103,-27.340983544
11104,-27.3409836882
11105,-27.3409838325
11106,-27.3409839769
11107,-27.3409841213
11108,-27.3409842657
11109,-27.3409844102
11110,-27.3409845548
11111,-27.3409846993
11112,-27.3409848439
11113,-27.3409849886
11114,-27.3409851333
11115,-27.340985278
11116,-27.3409854228
11117,-27.3409855676
11118,-27.3409857125
11119,-27.3409858574
11120,-27.3409860024
11121,-27.3409861474
11122,-27.3409862924
11123,-27.3409864375
11124,-27.3409865826
11125,-27.3409867278
11126,-27.340986873
11127,-27.3409870183
11128,-27.3409871636
11129,-27.3409873089
11130,-27.3409874543
11131,-27.3409875998
11132,-27.3409877452
11133,-27.3409878908
11134,-27.3409880363
11135,-27.3409881819
11136,-27.3409883276
11137,-27.3409884733
11138,-27.340988619
11139,-27.3409887648
11140,-27.3409889106
11141,-27.3409890565
11142,-27.3409892024
11143,-27.3409893483
11144,-27.3409894943
11145,-27.3409896404
11146,-27.3409897864
11147,-27.3409899326
11148,-27.3409900787
11149,-27.3409902249
11150,-27.3409903712
11151,-27.3409905175
11152,-27.3409906638
11153,-27.3409908102
11154,-27.3409909567
11155,-27.3409911031
11156,-27.3409912496
11157,-27.3409913962
11158,-27.3409915428
11159,-27.3409916895
11160,-27.3409918361
11161,-27.3409919829
11162,-27.3409921297
11163,-27.3409922765
11164,-27.3409924234
11165,-27.3409925703
11166,-27.3409927172
11167,-27.3409928642
11168,-27.3409930113
11169,-27.3409931583
11170,-27.3409933055
11171,-27.3409934526
11172,-27.3409935999
11173,-27.3409937471
11174,-27.3409938944
11175,-27.3409940418
11176,-27.3409941892
11177,-27.3409943366
11178,-27.3409944841
11179,-27.3409946316
11180,-27.3409947792
11181,-27.3409949268
11182,-27.3409950744
11183,-27.3409952221
11184,-27.3409953699
11185,-27.3409955176
11186,-27.3409956655
11187,-27.3409958133
11188,-27.3409959613
11189,-27.3409961092
11190,-27.3409962572
11191,-27.3409964053
11192,-27.3409965534
11193,-27.3409967015
11194,-27.3409968497
11195,-27.3409969979
11196,-27.3409971462
11197,-27.3409972945
11198,-27.3409974429
11199,-27.3409975913
11200,-27.3409977397
11201,-27.3409978882
11202,-27.3409980367
11203,-27.3409981853
11204,-27.3409983339
11205,-27.3409984826
11206,-27.3409986313
11207,-27.3409987801
11208,-27.3409989289
11209,-27.3409990777
11210,-27.3409992266
11211,-27.3409993756
11212,-27.3409995245
11213,-27.3409996736
11214,-27.3409998226
11215,-27.3409999717
11216,-27.3410001209
11217,-27.3410002701
11218,-27.3410004193
11219,-27.3410005686
11220,-27.341000718
11221,-27.3410008673
11222,-27.3410010168
11223,-27.3410011662
11224,-27.3410013157
11225,-27.3410014653
11226,-27.3410016149
11227,-27.3410017645
11228,-27.3410019142
11229,-27.341002064
11230,-27.3410022137
11231,-27.3410023636
11232,-27.3410025134
11233,-27.3410026633
11234,-27.3410028133
11235,-27.3410029633
11236,-27.3410031133
11237,-27.3410032634
11238,-27.3410034136
11239,-27.3410035637
11240,-27.341003714
11241,-27.3410038642
11242,-27.3410040146
11243,-27.3410041649
11244,-27.3410043153
11245,-27.3410044658
11246,-27.3410046163
11247,-27.3410047668
11248,-27.3410049174
11249,-27.341005068
11250,-27.3410052187
11251,-27.3410053694
11252,-27.3410055202
11253,-27.341005671
11254,-27.3410058218
11255,-27.3410059727
11256,-27.3410061237
11257,-27.3410062747
11258,-27.3410064257
11259,-27.3410065768
11260,-27.3410067279
11261,-27.3410068791
11262,-27.3410070303
11263,-27.3410071815
11264,-27.3410073328
11265,-27.3410074842
11266,-27.3410076356
11267,-27.341007787
11268,-27.3410079385
11269,-27.34100809
11270,-27.3410082416
11271,-27.3410083932
11272,-27.3410085449
11273,-27.3410086966
11274,-27.3410088483
11275,-27.3410090001
11276,-27.341009152
11277,-27.3410093039
11278,-27.3410094558
11279,-27.3410096078
11280,-27.3410097598
11281,-27.3410099119
11282,-27.341010064
11283,-27.3410102161
11284,-27.3410103684
11285,-27.3410105206
11286,-27.3410106729
11287,-27.3410108252
11288,-27.3410109776
11289,-27.3410111301
11290,-27.3410112825
11291,-27.3410114351
11292,-27.3410115876
11293,-27.3410117403
11294,-27.3410118929
11295,-27.3410120456
11296,-27.3410121984
11297,-27.3410123512
11298,-27.341012504
11299,-27.3410126569
11300,-27.3410128098
11301,-27.3410129628
11302,-27.3410131158
11303,-27.3410132689
11304,-27.341013422
11305,-27.3410135752
11306,-27.3410137284
11307,-27.3410138817
11308,-27.341014035
11309,-27.3410141883
11310,-27.3410143417
11311,-27.3410144951
11312,-27.3410146486
11313,-27.3410148021
11314,-27.3410149557
11315,-27.3410151093
11316,-27.341015263
11317,-27.3410154167
11318,-27.3410155705
11319,-27.3410157243
11320,-27.3410158781
11321,-27.341016032
11322,-27.3410161859
11323,-27.3410163399
11324,-27.341016494
11325,-27.341016648
11326,-27.3410168022
11327,-27.3410169563
11328,-27.3410171106
11329,-27.3410172648
11330,-27.3410174191
11331,-27.3410175735
11332,-27.3410177279
11333,-27.3410178823
11334,-27.3410180368
11335,-27.3410181914
11336,-27.3410183459
11337,-27.3410185006
11338,-27.3410186552
11339,-27.34101881
11340,-27.3410189647
11341,-27.3410191195
11342,-27.3410192744
11343,-27.3410194293
11344,-27.3410195843
11345,-27.3410197393
11346,-27.3410198943
11347,-27.3410200494
11348,-27.3410202045
11349,-27.3410203597
11350,-27.341020515
11351,-27.3410206702
11352,-27.3410208256
11353,-27.3410209809
11354,-27.3410211363
11355,-27.3410212918
11356,-27.3410214473
11357,-27.3410216029
11358,-27.3410217585
11359,-27.3410219141
11360,-27.3410220698
11361,-27.3410222256
11362,-27.3410223813
11363,-27.3410225372
11364,-27.3410226931
11365,-27.341022849
11366,-27.341023005
11367,-27.341023161
11368,-27.341023317
11369,-27.3410234732
11370,-27.3410236293
11371,-27.3410237855
11372,-27.3410239418
11373,-27.3410240981
11374,-27.3410242544
11375,-27.3410244108
11376,-27.3410245673
11377,-27.3410247237
11378,-27.3410248803
11379,-27.3410250369
11380,-27.3410251935
11381,-27.3410253502
11382,-27.3410255069
11383,-27.3410256636
11384,-27.3410258205
11385,-27.3410259773
11386,-27.3410261342
11387,-27.3410262912
11388,-27.3410264482
11389,-27.3410266052
11390,-27.3410267623
11391,-27.3410269195
11392,-27.3410270767
11393,-27.3410272339
11394,-27.3410273912
11395,-27.3410275485
11396,-27.3410277059
11397,-27.3410278633
11398,-27.3410280208
11399,-27.3410281783
11400,-27.3410283358
11401,-27.3410284935
11402,-27.3410286511
11403,-27.3410288088
11404,-27.3410289666
11405,-27.3410291244
11406,-27.3410292822
11407,-27.3410294401
11408,-27.3410295981
11409,-27.341029756
11410,-27.3410299141
11411,-27.3410300722
11412,-27.3410302303
11413,-27.3410303885
11414,-27.3410305467
11415,-27.341030705
11416,-27.3410308633
11417,-27.3410310216
11418,-27.3410311801
11419,-27.3410313385
11420,-27.341031497
11421,-27.3410316556
11422,-27.3410318142
11423,-27.3410319728
11424,-27.3410321315
11425,-27.3410322903
11426,-27.3410324491
11427,-27.3410326079
11428,-27.3410327668
11429,-27.3410329257
11430,-27.3410330847
11431,-27.3410332437
11432,-27.3410334028
11433,-27.3410335619
11434,-27.3410337211
11435,-27.3410338803
11436,-27.3410340396
11437,-27.3410341989
11438,-27.3410343583
11439,-27.3410345177
11440,-27.3410346771
11441,-27.3410348366
11442,-27.3410349962
11443,-27.3410351558
11444,-27.3410353154
11445,-27.3410354751
11446,-27.3410356349
11447,-27.3410357947
11448,-27.3410359545
11449,-27.3410361144
11450,-27.3410362743
11451,-27.3410364343
11452,-27.3410365943
11453,-27.3410367544
11454,-27.3410369146
11455,-27.3410370747
11456,-27.3410372349
11457,-27.3410373952
11458,-27.3410375555
11459,-27.3410377159
11460,-27.3410378763
11461,-27.3410380368
11462,-27.3410381973
11463,-27.3410383578
11464,-27.3410385184
11465,-27.3410386791
11466,-27.3410388398
11467,-27.3410390005
11468,-27.3410391613
11469,-27.3410393222
11470,-27.3410394831
11471,-27.341039644
11472,-27.341039805
11473,-27.341039966
11474,-27.3410401271
11475,-27.3410402883
11476,-27.3410404494
11477,-27.3410406107
11478,-27.341040772
11479,-27.3410409333
11480,-27.3410410947
11481,-27.3410412561
11482,-27.3410414175
11483,-27.3410415791
11484,-27.3410417406
11485,-27.3410419023
11486,-27.3410420639
11487,-27.3410422256
11488,-27.3410423874
11489,-27.3410425492
11490,-27.3410427111
11491,-27.341042873
11492,-27.3410430349
11493,-27.3410431969
11494,-27.341043359
11495,-27.3410435211
11496,-27.3410436832
11497,-27.3410438454
11498,-27.3410440077
11499,-27.34104417
11500,-27.3410443323
11501,-27.3410444947
11502,-27.3410446571
11503,-27.3410448196
11504,-27.3410449822
11505,-27.3410451447
11506,-27.3410453074
11507,-27.3410454701
11508,-27.3410456328
11509,-27.3410457956
11510,-27.3410459584
11511,-27.3410461213
11512,-27.3410462842
11513,-27.3410464472
11514,-27.3410466102
11515,-27.3410467733
11516,-27.3410469364
11517,-27.3410470996
11518,-27.3410472628
11519,-27.341047426
11520,-27.3410475894
11521,-27.3410477527
11522,-27.3410479161
11523,-27.3410480796
11524,-27.3410482431
11525,-27.3410484067
11526,-27.3410485703
11527,-27.3410487339
11528,-27.3410488976
11529,-27.3410490614
11530,-27.3410492252
11531,-27.3410493891
11532,-27.341049553
11533,-27.3410497169
11534,-27.3410498809
11535,-27.341050045
11536,-27.3410502091
11537,-27.3410503732
11538,-27.3410505374
11539,-27.3410507017
11540,-27.341050866
11541,-27.3410510303
11542,-27.3410511947
11543,-27.3410513591
11544,-27.3410515236
11545,-27.3410516882
11546,-27.3410518528
11547,-27.3410520174
11548,-27.3410521821
11549,-27.3410523468
11550,-27.3410525116
11551,-27.3410526765
11552,-27.3410528413
11553,-27.3410530063
11554,-27.3410531713
11555,-27.3410533363
11556,-27.3410535014
11557,-27.3410536665
11558,-27.3410538317
11559,-27.3410539969
11560,-27.3410541622
11561,-27.3410543276
11562,-27.3410544929
11563,-27.3410546584
11564,-27.3410548238
11565,-27.3410549894
11566,-27.341055155
11567,-27.3410553206
11568,-27.3410554863
11569,-27.341055652
11570,-27.3410558178
11571,-27.3410559836
11572,-27.3410561495
11573,-27.3410563154
11574,-27.3410564814
11575,-27.3410566474
11576,-27.3410568135
11577,-27.3410569796
11578,-27.3410571458
11579,-27.341057312
11580,-27.3410574783
11581,-27.3410576446
11582,-27.341057811
11583,-27.3410579774
11584,-27.3410581439
11585,-27.3410583104
11586,-27.341058477
11587,-27.3410586436
11588,-27.3410588103
11589,-27.341058977
11590,-27.3410591438
11591,-27.3410593106
11592,-27.3410594775
11593,-27.3410596444
11594,-27.3410598114
11595,-27.3410599784
11596,-27.3410601454
11597,-27.3410603126
11598,-27.3410604797
11599,-27.341060647
11600,-27.3410608142
11601,-27.3410609816
11602,-27.3410611489
11603,-27.3410613164
11604,-27.3410614838
11605,-27.3410616514
11606,-27.3410618189
11607,-27.3410619866
11608,-27.3410621542
11609,-27.341062322
11610,-27.3410624897
11611,-27.3410626576
11612,-27.3410628254
11613,-27.3410629934
11614,-27.3410631613
11615,-27.3410633294
11616,-27.3410634974
11617,-27.3410636656
11618,-27.3410638337
11619,-27.341064002
11620,-27.3410641703
11621,-27.3410643386
11622,-27.341064507
11623,-27.3410646754
11624,-27.3410648439
11625,-27.3410650124
11626,-27.341065181
11627,-27.3410653496
11628,-27.3410655183
11629,-27.341065687
11630,-27.3410658558
11631,-27.3410660246
11632,-27.3410661935
11633,-27.3410663625
11634,-27.3410665315
11635,-27.3410667005
11636,-27.3410668696
11637,-27.3410670387
11638,-27.3410672079
11639,-27.3410673771
11640,-27.3410675464
11641,-27.3410677158
11642,-27.3410678852
11643,-27.3410680546
11644,-27.3410682241
11645,-27.3410683936
11646,-27.3410685632
11647,-27.3410687329
11648,-27.3410689026
11649,-27.3410690723
11650,-27.3410692421
11651,-27.341069412
11652,-27.3410695819
11653,-27.3410697518
11654,-27.3410699218
11655,-27.3410700919
11656,-27.341070262
11657,-27.3410704321
11658,-27.3410706023
11659,-27.3410707726
11660,-27.3410709429
11661,-27.3410711133
11662,-27.3410712837
11663,-27.3410714541
11664,-27.3410716247
11665,-27.3410717952
11666,-27.3410719658
11667,-27.3410721365
11668,-27.3410723072
11669,-27.341072478
11670,-27.3410726488
11671,-27.3410728197
11672,-27.3410729906
11673,-27.3410731616
11674,-27.3410733326
11675,-27.3410735037
11676,-27.3410736748
11677,-27.341073846
11678,-27.3410740172
11679,-27.3410741885
11680,-27.3410743598
11681,-27.3410745312
11682,-27.3410747026
11683,-27.3410748741
11684,-27.3410750457
11685,-27.3410752172
11686,-27.3410753889
11687,-27.3410755606
11688,-27.3410757323
11689,-27.3410759041
11690,-27.341076076
11691,-27.3410762479
11692,-27.3410764198
11693,-27.3410765918
11694,-27.3410767639
11695,-27.341076936
11696,-27.3410771081
11697,-27.3410772803
11698,-27.3410774526
11699,-27.3410776249
11700,-27.3410777973
11701,-27.3410779697
11702,-27.3410781422
11703,-27.3410783147
11704,-27.3410784872
11705,-27.3410786599
11706,-27.3410788325
11707,-27.3410790053
11708,-27.341079178
11709,-27.3410793509
11710,-27.3410795237
11711,-27.3410796967
11712,-27.3410798697
11713,-27.3410800427
11714,-27.3410802158
11715,-27.3410803889
11716,-27.3410805621
11717,-27.3410807354
11718,-27.3410809087
11719,-27.341081082
11720,-27.3410812554
11721,-27.3410814289
11722,-27.3410816024
11723,-27.3410817759
11724,-27.3410819495
11725,-27.3410821232
11726,-27.3410822969
11727,-27.3410824707
11728,-27.3410826445
11729,-27.3410828184
11730,-27.3410829923
11731,-27.3410831663
11732,-27.3410833403
11733,-27.3410835144
11734,-27.3410836885
11735,-27.3410838627
11736,-27.3410840369
11737,-27.3410842112
11738,-27.3410843855
11739,-27.3410845599
11740,-27.3410847344
11741,-27.3410849089
11742,-27.3410850834
11743,-27.341085258
11744,-27.3410854327
11745,-27.3410856074
11746,-27.3410857821
11747,-27.341085957
11748,-27.3410861318
11749,-27.3410863067
11750,-27.3410864817
11751,-27.3410866567
11752,-27.3410868318
11753,-27.3410870069
11754,-27.3410871821
11755,-27.3410873573
11756,-27.3410875326
11757,-27.341087708
11758,-27.3410878834
11759,-27.3410880588
11760,-27.3410882343
11761,-27.3410884098
11762,-27.3410885854
11763,-27.3410887611
11764,-27.3410889368
11765,-27.3410891126
11766,-27.3410892884
11767,-27.3410894642
11768,-27.3410896401
11769,-27.3410898161
11770,-27.3410899921
11771,-27.3410901682
11772,-27.3410903443
11773,-27.3410905205
11774,-27.3410906968
11775,-27.3410908731
11776,-27.3410910494
11777,-27.3410912258
11778,-27.3410914022
11779,-27.3410915787
11780,-27.3410917553
11781,-27.3410919319
11782,-27.3410921086
11783,-27.3410922853
11784,-27.341092462
11785,-27.3410926388
11786,-27.3410928157
11787,-27.3410929926
11788,-27.3410931696
11789,-27.3410933466
11790,-27.3410935237
11791,-27.3410937009
11792,-27.3410938781
11793,-27.3410940553
11794,-27.3410942326
11795,-27.34109441
11796,-27.3410945874
11797,-27.3410947648
11798,-27.3410949423
11799,-27.3410951199
11800,-27.3410952975
11801,-27.3410954752
11802,-27.3410956529
11803,-27.3410958307
11804,-27.3410960085
11805,-27.3410961864
11806,-27.3410963643
11807,-27.3410965423
11808,-27.3410967204
11809,-27.3410968985
11810,-27.3410970766
11811,-27.3410972548
11812,-27.3410974331
11813,-27.3410976114
11814,-27.3410977898
11815,-27.3410979682
11816,-27.3410981466
11817,-27.3410983252
11818,-27.3410985038
11819,-27.3410986824
11820,-27.3410988611
11821,-27.3410990398
11822,-27.3410992186
11823,-27.3410993975
11824,-27.3410995764
11825,-27.3410997553
11826,-27.3410999343
11827,-27.3411001134
11828,-27.3411002925
11829,-27.3411004717
11830,-27.3411006509
11831,-27.3411008302
11832,-27.3411010095
11833,-27.3411011889
11834,-27.3411013683
11835,-27.3411015478
11836,-27.3411017274
11837,-27.341101907
11838,-27.3411020867
11839,-27.3411022664
11840,-27.3411024461
11841,-27.341102626
11842,-27.3411028058
11843,-27.3411029858
11844,-27.3411031657
11845,-27.3411033458
11846,-27.3411035259
11847,-27.341103706
11848,-27.3411038862
11849,-27.3411040665
11850,-27.3411042468
11851,-27.3411044271
11852,-27.3411046075
11853,-27.341104788
11854,-27.3411049685
11855,-27.3411051491
11856,-27.3411053297
11857,-27.3411055104
11858,-27.3411056912
11859,-27.341105872
11860,-27.3411060528
11861,-27.3411062337
11862,-27.3411064147
11863,-27.3411065957
11864,-27.3411067768
11865,-27.3411069579
11866,-27.3411071391
11867,-27.3411073203
11868,-27.3411075016
11869,-27.3411076829
11870,-27.3411078643
11871,-27.3411080458
11872,-27.3411082273
11873,-27.3411084088
11874,-27.3411085904
11875,-27.3411087721
11876,-27.3411089538
11877,-27.3411091356
11878,-27.3411093174
11879,-27.3411094993
11880,-27.3411096813
11881,-27.3411098633
11882,-27.3411100453
11883,-27.3411102274
11884,-27.3411104096
11885,-27.3411105918
11886,-27.3411107741
11887,-27.3411109564
11888,-27.3411111388
11889,-27.3411113212
11890,-27.3411115037
11891,-27.3411116863
11892,-27.3411118689
11893,-27.3411120515
11894,-27.3411122342
11895,-27.341112417
11896,-27.3411125998
11897,-27.3411127827
11898,-27.3411129656
11899,-27.3411131486
11900,-27.3411133316
11901,-27.3411135147
11902,-27.3411136979
11903,-27.3411138811
11904,-27.3411140643
11905,-27.3411142477
11906,-27.341114431
11907,-27.3411146145
11908,-27.3411147979
11909,-27.3411149815
11910,-27.3411151651
11911,-27.3411153487
11912,-27.3411155324
11913,-27.3411157162
11914,-27.3411159
11915,-27.3411160839
11916,-27.3411162678
11917,-27.3411164518
11918,-27.3411166358
11919,-27.3411168199
11920,-27.341117004
11921,-27.3411171882
11922,-27.3411173725
11923,-27.3411175568
11924,-27.3411177412
11925,-27.3411179256
11926,-27.3411181101
11927,-27.3411182946
11928,-27.3411184792
11929,-27.3411186639
11930,-27.3411188486
11931,-27.3411190333
11932,-27.3411192181
11933,-27.341119403
11934,-27.3411195879
11935,-27.3411197729
11936,-27.3411199579
11937,-27.341120143
11938,-27.3411203282
11939,-27.3411205134
11940,-27.3411206986
11941,-27.3411208839
11942,-27.3411210693
11943,-27.3411212547
11944,-27.3411214402
11945,-27.3411216258
11946,-27.3411218114
11947,-27.341121997
11948,-27.3411221827
11949,-27.3411223685
11950,-27.3411225543
11951,-27.3411227402
11952,-27.3411229261
11953,-27.3411231121
11954,-27.3411232981
11955,-27.3411234842
11956,-27.3411236704
11957,-27.3411238566
11958,-27.3411240428
11959,-27.3411242292
11960,-27.3411244156
11961,-27.341124602
11962,-27.3411247885
11963,-27.341124975
11964,-27.3411251616
11965,-27.3411253483
11966,-27.341125535
11967,-27.3411257218
11968,-27.3411259086
11969,-27.3411260955
11970,-27.3411262824
11971,-27.3411264694
11972,-27.3411266565
11973,-27.3411268436
11974,-27.3411270308
11975,-27.341127218
11976,-27.3411274053
11977,-27.3411275926
11978,-27.34112778
11979,-27.3411279674
11980,-27.3411281549
11981,-27.3411283425
11982,-27.3411285301
11983,-27.3411287178
11984,-27.3411289055
11985,-27.3411290933
11986,-27.3411292812
11987,-27.3411294691
11988,-27.341129657
11989,-27.341129845
11990,-27.3411300331
11991,-27.3411302212
11992,-27.3411304094
11993,-27.3411305977
11994,-27.341130786
11995,-27.3411309743
11996,-27.3411311627
11997,-27.3411313512
11998,-27.3411315397
11999,-27.3411317283
12000,-27.3411319169
12001,-27.3411321056
12002,-27.3411322944
12003,-27.3411324832
12004,-27.3411326721
12005,-27.341132861
12006,-27.34113305
12007,-27.341133239
12008,-27.3411334281
12009,-27.3411336173
12010,-27.3411338065
12011,-27.3411339957
12012,-27.3411341851
12013,-27.3411343745
12014,-27.3411345639
12015,-27.3411347534
12016,-27.3411349429
12017,-27.3411351325
12018,-27.3411353222
12019,-27.3411355119
12020,-27.3411357017
12021,-27.3411358916
12022,-27.3411360815
12023,-27.3411362714
12024,-27.3411364614
12025,-27.3411366515
12026,-27.3411368416
12027,-27.3411370318
12028,-27.341137222
12029,-27.3411374123
12030,-27.3411376027
12031,-27.3411377931
12032,-27.3411379836
12033,-27.3411381741
12034,-27.3411383647
12035,-27.3411385553
12036,-27.341138746
12037,-27.3411389368
12038,-27.3411391276
12039,-27.3411393185
12040,-27.3411395094
12041,-27.3411397004
12042,-27.3411398914
12043,-27.3411400825
12044,-27.3411402737
12045,-27.3411404649
12046,-27.3411406562
12047,-27.3411408475
12048,-27.3411410389
12049,-27.3411412304
12050,-27.3411414219
12051,-27.3411416134
12052,-27.3411418051
12053,-27.3411419967
12054,-27.3411421885
12055,-27.3411423803
12056,-27.3411425721
12057,-27.341142764
12058,-27.341142956
12059,-27.341143148
12060,-27.3411433401
12061,-27.3411435323
12062,-27.3411437245
12063,-27.3411439167
12064,-27.341144109
12065,-27.3411443014
12066,-27.3411444939
12067,-27.3411446864
12068,-27.3411448789
12069,-27.3411450715
12070,-27.3411452642
12071,-27.3411454569
12072,-27.3411456497
12073,-27.3411458425
12074,-27.3411460354
12075,-27.3411462284
12076,-27.3411464214
12077,-27.3411466145
12078,-27.3411468076
12079,-27.3411470008
12080,-27.3411471941
12081,-27.3411473874
12082,-27.3411475807
12083,-27.3411477742
12084,-27.3411479676
12085,-27.3411481612
12086,-27.3411483548
12087,-27.3411485484
12088,-27.3411487422
12089,-27.3411489359
12090,-27.3411491298
12091,-27.3411493237
12092,-27.3411495176
12093,-27.3411497116
12094,-27.3411499057
12095,-27.3411500998
12096,-27.341150294
12097,-27.3411504883
12098,-27.3411506826
12099,-27.3411508769
12100,-27.3411510713
12101,-27.3411512658
12102,-27.3411514604
12103,-27.341151655
12104,-27.3411518496
12105,-27.3411520443
12106,-27.3411522391
12107,-27.3411524339
12108,-27.3411526288
12109,-27.3411528238
12110,-27.3411530188
12111,-27.3411532139
12112,-27.341153409
12113,-27.3411536042
12114,-27.3411537994
12115,-27.3411539947
12116,-27.3411541901
12117,-27.3411543855
12118,-27.341154581
12119,-27.3411547765
12120,-27.3411549721
12121,-27.3411551678
12122,-27.3411553635
12123,-27.3411555593
12124,-27.3411557551
12125,-27.341155951
12126,-27.341156147
12127,-27.341156343
12128,-27.3411565391
